Id,Category
344277,unrelated
344279,unrelated
344278,unrelated
344273,agreed
344280,unrelated
344281,agreed
344285,agreed
344289,agreed
344283,unrelated
344282,unrelated
344284,unrelated
344286,agreed
344288,unrelated
344287,agreed
344290,agreed
344291,disagreed
344293,unrelated
344292,unrelated
344297,agreed
344294,unrelated
344295,unrelated
344298,unrelated
344299,unrelated
344296,unrelated
344300,agreed
344302,unrelated
344303,unrelated
344301,disagreed
344305,unrelated
344310,unrelated
344308,agreed
344307,unrelated
344309,unrelated
344304,unrelated
344306,unrelated
344311,unrelated
344312,unrelated
344313,agreed
344314,unrelated
344315,agreed
344316,agreed
344318,unrelated
344321,unrelated
344320,agreed
344317,unrelated
344319,agreed
344323,unrelated
344324,unrelated
344325,unrelated
344322,unrelated
344326,unrelated
344327,unrelated
344329,unrelated
344330,agreed
344328,agreed
344332,unrelated
344331,unrelated
344334,agreed
344336,agreed
344333,unrelated
344335,agreed
344339,agreed
344338,agreed
344340,unrelated
344337,unrelated
344342,agreed
344341,unrelated
344343,agreed
344345,unrelated
344346,agreed
344344,unrelated
344349,agreed
344348,agreed
344347,unrelated
344351,agreed
344350,unrelated
344353,disagreed
344352,disagreed
344355,unrelated
344354,unrelated
344356,unrelated
344359,unrelated
344357,unrelated
344362,unrelated
344360,unrelated
344361,agreed
344363,agreed
344358,unrelated
344364,unrelated
344367,disagreed
344366,unrelated
344365,agreed
344369,unrelated
344368,unrelated
344370,disagreed
344374,unrelated
344372,disagreed
344373,unrelated
344371,unrelated
344376,unrelated
344378,unrelated
344379,unrelated
344375,unrelated
344377,unrelated
344381,disagreed
344380,disagreed
344383,unrelated
344382,disagreed
344384,unrelated
344385,agreed
344386,agreed
344391,unrelated
344388,agreed
344390,unrelated
344394,agreed
344387,unrelated
344389,agreed
344393,unrelated
344392,unrelated
344395,agreed
344396,unrelated
344399,unrelated
344401,agreed
344398,agreed
344397,agreed
344400,agreed
344402,unrelated
344405,agreed
344403,disagreed
344406,unrelated
344404,unrelated
344407,agreed
344408,agreed
344409,unrelated
344414,unrelated
344410,unrelated
344415,unrelated
344412,unrelated
344413,unrelated
344411,agreed
344416,unrelated
344417,agreed
344418,unrelated
344419,agreed
344422,unrelated
344420,agreed
344421,agreed
344425,agreed
344423,unrelated
344424,agreed
344429,agreed
344426,agreed
344427,unrelated
344430,agreed
344432,agreed
344431,unrelated
344428,agreed
344434,agreed
344435,agreed
344433,unrelated
344438,agreed
344437,agreed
344436,agreed
344439,unrelated
344440,unrelated
344444,unrelated
344441,agreed
344442,agreed
344446,unrelated
344445,agreed
344443,agreed
344448,agreed
344447,unrelated
344449,agreed
344453,agreed
344450,agreed
344451,agreed
344454,agreed
344452,agreed
344455,unrelated
344457,agreed
344461,unrelated
344459,unrelated
344458,agreed
344460,unrelated
344463,agreed
344464,unrelated
344465,agreed
344462,unrelated
344467,agreed
344466,agreed
344468,agreed
344470,agreed
344469,unrelated
344472,unrelated
344471,agreed
344475,unrelated
344473,unrelated
344476,unrelated
344477,unrelated
344474,unrelated
344478,unrelated
344456,unrelated
344479,unrelated
344480,unrelated
344482,agreed
344481,agreed
344484,agreed
344486,agreed
344485,agreed
344489,unrelated
344483,agreed
344490,unrelated
344488,agreed
344487,agreed
344491,agreed
344492,agreed
344493,unrelated
344498,agreed
344495,unrelated
344494,unrelated
344496,unrelated
344497,unrelated
344500,unrelated
344499,unrelated
344501,unrelated
344502,unrelated
344503,disagreed
344504,unrelated
344507,unrelated
344508,unrelated
344506,unrelated
344505,unrelated
344509,unrelated
344511,unrelated
344512,agreed
344514,disagreed
344516,disagreed
344513,agreed
344517,unrelated
344518,disagreed
344515,disagreed
344520,unrelated
344521,agreed
344523,unrelated
344522,agreed
344510,unrelated
344519,agreed
344525,unrelated
344524,unrelated
344526,unrelated
344527,unrelated
344528,unrelated
344529,unrelated
344531,unrelated
344530,unrelated
344532,unrelated
344535,agreed
344534,unrelated
344533,unrelated
344537,unrelated
344536,agreed
344539,agreed
344540,agreed
344541,unrelated
344542,unrelated
344538,unrelated
344543,agreed
344544,agreed
344547,unrelated
344546,disagreed
344545,disagreed
344549,unrelated
344548,unrelated
344553,unrelated
344550,agreed
344552,agreed
344551,unrelated
344556,agreed
344555,agreed
344554,agreed
344557,unrelated
344559,unrelated
344558,agreed
344561,unrelated
344562,unrelated
344560,agreed
344564,agreed
344567,unrelated
344565,unrelated
344563,agreed
344566,unrelated
344569,agreed
344573,agreed
344570,unrelated
344571,unrelated
344572,agreed
344568,unrelated
344575,agreed
344576,agreed
344574,unrelated
344577,agreed
344579,unrelated
344578,unrelated
344581,unrelated
344580,unrelated
344583,unrelated
344584,unrelated
344582,agreed
344586,unrelated
344589,agreed
344588,agreed
344590,agreed
344587,unrelated
344585,unrelated
344593,unrelated
344594,agreed
344595,agreed
344591,unrelated
344597,agreed
344592,unrelated
344596,unrelated
344600,unrelated
344598,unrelated
344601,unrelated
344599,unrelated
344602,unrelated
344603,unrelated
344605,unrelated
344606,unrelated
344607,unrelated
344608,unrelated
344609,unrelated
344612,disagreed
344604,unrelated
344613,disagreed
344610,unrelated
344611,disagreed
344614,unrelated
344615,unrelated
344616,agreed
344620,unrelated
344617,agreed
344619,unrelated
344622,unrelated
344618,unrelated
344625,unrelated
344621,unrelated
344626,unrelated
344624,unrelated
344623,unrelated
344628,unrelated
344629,unrelated
344632,unrelated
344627,unrelated
344630,unrelated
344631,unrelated
344635,unrelated
344636,unrelated
344633,unrelated
344634,unrelated
344637,unrelated
344638,unrelated
344640,agreed
344639,unrelated
344644,agreed
344645,unrelated
344642,agreed
344643,agreed
344641,unrelated
344646,unrelated
344647,agreed
344649,agreed
344648,agreed
344652,agreed
344650,unrelated
344651,unrelated
344653,agreed
344654,disagreed
344656,unrelated
344655,unrelated
344657,agreed
344661,unrelated
344664,unrelated
344659,unrelated
344663,unrelated
344662,unrelated
344658,agreed
344665,unrelated
344666,disagreed
344667,agreed
344660,agreed
344669,agreed
344668,unrelated
344671,unrelated
344672,unrelated
344670,unrelated
344674,agreed
344673,unrelated
344676,unrelated
344675,agreed
344679,unrelated
344677,unrelated
344678,unrelated
344680,unrelated
344681,disagreed
344683,agreed
344682,unrelated
344688,unrelated
344684,agreed
344685,unrelated
344686,unrelated
344687,agreed
344689,agreed
344691,agreed
344693,agreed
344694,unrelated
344690,agreed
344696,unrelated
344697,agreed
344695,agreed
344692,agreed
344699,agreed
344698,agreed
344700,agreed
344701,unrelated
344704,agreed
344702,unrelated
344708,unrelated
344705,unrelated
344703,agreed
344707,unrelated
344709,unrelated
344706,unrelated
344710,unrelated
344712,disagreed
344711,disagreed
344714,unrelated
344713,disagreed
344715,unrelated
344716,unrelated
344720,unrelated
344718,unrelated
344717,agreed
344721,unrelated
344719,unrelated
344722,unrelated
344723,unrelated
344724,unrelated
344727,unrelated
344726,unrelated
344725,unrelated
344730,unrelated
344728,unrelated
344731,unrelated
344732,unrelated
344729,unrelated
344733,unrelated
344734,unrelated
344735,unrelated
344738,unrelated
344737,unrelated
344736,unrelated
344739,unrelated
344740,unrelated
344741,unrelated
344742,unrelated
344746,disagreed
344743,unrelated
344744,disagreed
344747,unrelated
344748,agreed
344745,unrelated
344750,unrelated
344751,unrelated
344749,unrelated
344753,unrelated
344754,unrelated
344755,agreed
344752,unrelated
344756,agreed
344758,agreed
344761,unrelated
344757,unrelated
344759,unrelated
344760,unrelated
344763,unrelated
344762,unrelated
344766,unrelated
344768,unrelated
344767,agreed
344764,unrelated
344765,agreed
344769,agreed
344771,unrelated
344770,unrelated
344772,unrelated
344775,agreed
344773,unrelated
344781,agreed
344777,unrelated
344774,agreed
344776,agreed
344780,agreed
344782,agreed
344778,agreed
344779,unrelated
344783,agreed
344785,agreed
344784,agreed
344786,agreed
344787,unrelated
344792,unrelated
344789,unrelated
344788,agreed
344790,unrelated
344794,unrelated
344793,unrelated
344795,agreed
344791,unrelated
344797,unrelated
344798,unrelated
344799,unrelated
344796,unrelated
344803,unrelated
344800,unrelated
344801,unrelated
344804,agreed
344802,unrelated
344805,agreed
344806,unrelated
344807,unrelated
344808,agreed
344812,unrelated
344809,agreed
344813,agreed
344810,unrelated
344814,agreed
344815,unrelated
344811,agreed
344816,agreed
344818,agreed
344817,agreed
344819,agreed
344820,unrelated
344821,agreed
344823,unrelated
344822,unrelated
344825,unrelated
344827,agreed
344828,unrelated
344824,unrelated
344826,unrelated
344829,unrelated
344832,disagreed
344835,unrelated
344830,unrelated
344831,unrelated
344833,unrelated
344834,agreed
344836,unrelated
344837,unrelated
344838,agreed
344839,agreed
344840,agreed
344841,agreed
344842,agreed
344846,agreed
344845,agreed
344844,agreed
344847,unrelated
344848,unrelated
344843,unrelated
344850,agreed
344849,unrelated
344851,unrelated
344852,unrelated
344853,unrelated
344854,unrelated
344856,agreed
344858,agreed
344855,agreed
344857,agreed
344859,agreed
344861,unrelated
344862,agreed
344863,agreed
344860,agreed
344866,agreed
344867,agreed
344865,agreed
344868,agreed
344869,agreed
344873,unrelated
344871,unrelated
344870,agreed
344872,unrelated
344874,agreed
344875,agreed
344876,unrelated
344864,agreed
344878,unrelated
344877,unrelated
344879,agreed
344882,agreed
344881,agreed
344880,unrelated
344886,agreed
344883,agreed
344884,agreed
344885,agreed
344887,agreed
344889,agreed
344888,agreed
344890,unrelated
344891,unrelated
344892,unrelated
344897,agreed
344894,unrelated
344896,agreed
344895,unrelated
344900,agreed
344893,agreed
344901,unrelated
344902,unrelated
344899,unrelated
344898,agreed
344906,agreed
344904,unrelated
344903,unrelated
344907,agreed
344905,agreed
344908,unrelated
344910,agreed
344916,unrelated
344912,unrelated
344913,unrelated
344909,agreed
344911,agreed
344918,unrelated
344915,unrelated
344919,unrelated
344917,agreed
344914,agreed
344920,unrelated
344921,agreed
344922,unrelated
344923,unrelated
344925,unrelated
344926,agreed
344924,agreed
344928,agreed
344927,unrelated
344929,unrelated
344931,agreed
344932,agreed
344930,agreed
344934,unrelated
344938,agreed
344935,unrelated
344933,unrelated
344940,agreed
344936,agreed
344937,agreed
344939,unrelated
344942,unrelated
344945,unrelated
344941,unrelated
344948,unrelated
344943,agreed
344946,unrelated
344949,unrelated
344947,unrelated
344950,unrelated
344951,unrelated
344944,agreed
344953,unrelated
344952,unrelated
344954,unrelated
344956,unrelated
344955,disagreed
344957,unrelated
344958,unrelated
344959,unrelated
344960,unrelated
344961,unrelated
344962,agreed
344964,unrelated
344965,unrelated
344963,agreed
344968,unrelated
344966,unrelated
344967,unrelated
344969,agreed
344971,unrelated
344970,unrelated
344972,unrelated
344975,unrelated
344974,unrelated
344973,unrelated
344976,unrelated
344979,unrelated
344977,unrelated
344978,disagreed
344980,agreed
344983,unrelated
344982,unrelated
344981,unrelated
344985,agreed
344984,agreed
344986,unrelated
344987,unrelated
344988,unrelated
344989,unrelated
344995,unrelated
344993,unrelated
344992,unrelated
344991,unrelated
344990,disagreed
344994,unrelated
344997,unrelated
344996,unrelated
344999,unrelated
344998,unrelated
345000,unrelated
345001,unrelated
345003,unrelated
345002,disagreed
345004,agreed
345006,unrelated
345008,unrelated
345005,unrelated
345007,unrelated
345010,unrelated
345011,agreed
345013,unrelated
345009,unrelated
345014,unrelated
345012,unrelated
345017,unrelated
345016,unrelated
345015,unrelated
345019,unrelated
345021,unrelated
345020,unrelated
345018,unrelated
345022,unrelated
345024,unrelated
345023,unrelated
345027,unrelated
345026,agreed
345025,unrelated
345028,unrelated
345030,unrelated
345029,unrelated
345034,unrelated
345032,unrelated
345031,unrelated
345035,unrelated
345033,unrelated
345037,unrelated
345036,unrelated
345038,unrelated
345039,unrelated
345046,unrelated
345040,unrelated
345042,unrelated
345041,disagreed
345045,unrelated
345044,unrelated
345043,disagreed
345047,unrelated
345048,unrelated
345049,unrelated
345052,unrelated
345050,unrelated
345054,unrelated
345053,unrelated
345051,unrelated
345058,unrelated
345057,unrelated
345056,unrelated
345055,unrelated
345059,disagreed
345062,disagreed
345060,unrelated
345064,unrelated
345061,disagreed
345063,unrelated
345065,disagreed
345069,disagreed
345068,unrelated
345071,unrelated
345073,unrelated
345074,unrelated
345070,disagreed
345066,disagreed
345067,unrelated
345075,unrelated
345076,unrelated
345077,unrelated
345078,unrelated
345079,unrelated
345081,unrelated
345082,unrelated
345080,unrelated
345083,unrelated
345084,unrelated
345088,unrelated
345087,disagreed
345086,unrelated
345090,unrelated
345089,unrelated
345092,unrelated
345093,unrelated
345091,disagreed
345095,unrelated
345094,unrelated
345096,unrelated
345097,unrelated
345098,disagreed
345100,unrelated
345102,unrelated
345104,unrelated
345099,unrelated
345105,unrelated
345101,unrelated
345103,unrelated
345107,unrelated
345106,unrelated
345108,unrelated
345109,unrelated
345110,disagreed
345111,unrelated
345112,unrelated
345114,agreed
345113,unrelated
345115,agreed
345117,unrelated
345116,unrelated
345119,unrelated
345120,unrelated
345121,disagreed
345118,unrelated
345124,disagreed
345123,unrelated
345122,unrelated
345126,unrelated
345127,unrelated
345125,unrelated
345128,unrelated
345130,unrelated
345131,unrelated
345132,unrelated
345134,unrelated
345129,unrelated
345137,unrelated
345133,unrelated
345138,unrelated
345136,unrelated
345140,unrelated
345139,unrelated
345142,unrelated
345141,unrelated
345135,unrelated
345143,unrelated
345144,unrelated
345146,unrelated
345145,unrelated
345150,unrelated
345147,unrelated
345149,unrelated
345151,unrelated
345148,disagreed
345152,unrelated
345153,unrelated
345154,unrelated
345155,unrelated
345156,unrelated
345158,agreed
345157,unrelated
345163,disagreed
345160,unrelated
345161,unrelated
345162,unrelated
345164,unrelated
345159,unrelated
345165,unrelated
345166,unrelated
345167,agreed
345168,unrelated
345170,agreed
345171,unrelated
345173,unrelated
345172,unrelated
345175,unrelated
345169,disagreed
345174,unrelated
345177,disagreed
345179,unrelated
345178,unrelated
345176,unrelated
345181,unrelated
345182,unrelated
345180,unrelated
345185,unrelated
345184,unrelated
345186,unrelated
345183,unrelated
345188,unrelated
345187,unrelated
345189,unrelated
345190,unrelated
345194,unrelated
345196,unrelated
345191,unrelated
345195,unrelated
345193,unrelated
345192,unrelated
345198,unrelated
345197,unrelated
345200,unrelated
345199,unrelated
345202,unrelated
345204,disagreed
345203,unrelated
345205,disagreed
345208,unrelated
345206,agreed
345207,disagreed
345201,unrelated
345209,disagreed
345210,unrelated
345212,unrelated
345214,disagreed
345213,unrelated
345216,unrelated
345211,unrelated
345215,unrelated
345217,unrelated
345218,unrelated
345219,unrelated
345220,unrelated
345221,unrelated
345223,unrelated
345222,unrelated
345224,unrelated
345225,unrelated
345226,unrelated
345227,disagreed
345228,agreed
345230,unrelated
345229,disagreed
345232,unrelated
345233,unrelated
345234,agreed
345235,agreed
345231,unrelated
345236,unrelated
345237,unrelated
345240,unrelated
345238,unrelated
345241,unrelated
345243,unrelated
345244,unrelated
345239,unrelated
345242,unrelated
345246,unrelated
345245,unrelated
345247,unrelated
345249,unrelated
345251,unrelated
345248,unrelated
345250,unrelated
345253,unrelated
345254,unrelated
345252,unrelated
345255,unrelated
345256,agreed
345257,unrelated
345259,unrelated
345260,unrelated
345258,unrelated
345263,unrelated
345264,unrelated
345267,unrelated
345262,unrelated
345265,unrelated
345261,unrelated
345268,unrelated
345269,unrelated
345266,unrelated
345271,unrelated
345270,unrelated
345274,unrelated
345272,unrelated
345276,unrelated
345275,unrelated
345273,unrelated
345279,unrelated
345278,unrelated
345277,unrelated
345280,disagreed
345281,unrelated
345282,agreed
345286,unrelated
345283,unrelated
345284,unrelated
345285,unrelated
345287,unrelated
345289,unrelated
345290,unrelated
345292,unrelated
345291,unrelated
345288,unrelated
345295,unrelated
345296,unrelated
345294,unrelated
345297,unrelated
345299,unrelated
345293,unrelated
345298,unrelated
345300,unrelated
345302,unrelated
345301,unrelated
345303,unrelated
345305,unrelated
345307,unrelated
345306,unrelated
345304,unrelated
345309,unrelated
345308,unrelated
345313,unrelated
345311,unrelated
345310,agreed
345316,unrelated
345315,unrelated
345317,unrelated
345314,unrelated
345312,unrelated
345318,unrelated
345319,unrelated
345321,disagreed
345323,unrelated
345322,unrelated
345320,unrelated
345325,unrelated
345324,unrelated
345326,disagreed
345328,unrelated
345327,unrelated
345331,unrelated
345329,unrelated
345333,disagreed
345332,agreed
345337,unrelated
345330,agreed
345335,unrelated
345334,unrelated
345336,disagreed
345339,unrelated
345340,unrelated
345338,unrelated
345341,unrelated
345342,unrelated
345343,unrelated
345344,unrelated
345347,unrelated
345345,unrelated
345348,unrelated
345349,unrelated
345346,unrelated
345351,unrelated
345352,unrelated
345350,unrelated
345354,disagreed
345353,unrelated
345355,unrelated
345357,unrelated
345361,unrelated
345358,unrelated
345360,unrelated
345359,unrelated
345356,unrelated
345362,unrelated
345364,unrelated
345365,unrelated
345366,unrelated
345367,unrelated
345363,unrelated
345372,unrelated
345368,unrelated
345369,unrelated
345370,unrelated
345373,disagreed
345375,unrelated
345371,disagreed
345374,unrelated
345379,unrelated
345377,disagreed
345376,unrelated
345380,unrelated
345381,unrelated
345378,disagreed
345384,unrelated
345385,unrelated
345388,unrelated
345383,unrelated
345389,disagreed
345387,unrelated
345390,unrelated
345391,unrelated
345382,disagreed
345386,unrelated
345392,agreed
345396,unrelated
345399,unrelated
345394,unrelated
345395,unrelated
345393,unrelated
345400,unrelated
345397,unrelated
345398,unrelated
345402,disagreed
345403,unrelated
345401,unrelated
345406,unrelated
345407,unrelated
345404,unrelated
345409,disagreed
345411,disagreed
345408,unrelated
345412,unrelated
345413,unrelated
345414,unrelated
345410,disagreed
345415,unrelated
345405,unrelated
345417,unrelated
345416,unrelated
345419,agreed
345422,unrelated
345421,unrelated
345420,unrelated
345423,unrelated
345418,unrelated
345425,unrelated
345424,unrelated
345427,unrelated
345429,unrelated
345428,unrelated
345430,unrelated
345426,unrelated
345432,unrelated
345435,unrelated
345434,unrelated
345433,unrelated
345438,unrelated
345431,unrelated
345440,unrelated
345436,unrelated
345441,unrelated
345437,unrelated
345439,unrelated
345442,unrelated
345443,unrelated
345444,unrelated
345446,unrelated
345445,unrelated
345447,unrelated
345451,disagreed
345452,unrelated
345448,unrelated
345453,unrelated
345449,unrelated
345454,unrelated
345450,unrelated
345455,unrelated
345456,unrelated
345457,unrelated
345461,unrelated
345460,unrelated
345459,unrelated
345464,disagreed
345462,unrelated
345463,unrelated
345466,unrelated
345467,unrelated
345469,unrelated
345465,unrelated
345468,unrelated
345471,unrelated
345470,unrelated
345473,unrelated
345477,unrelated
345475,unrelated
345474,unrelated
345476,unrelated
345472,disagreed
345479,unrelated
345480,unrelated
345481,unrelated
345485,unrelated
345483,agreed
345478,unrelated
345482,unrelated
345484,unrelated
345487,unrelated
345486,disagreed
345489,unrelated
345488,unrelated
345491,unrelated
345490,unrelated
345496,unrelated
345492,disagreed
345495,unrelated
345493,unrelated
345497,disagreed
345494,unrelated
345499,unrelated
345498,unrelated
345500,disagreed
345501,unrelated
345502,unrelated
345504,unrelated
345507,unrelated
345503,unrelated
345506,unrelated
345505,unrelated
345508,unrelated
345509,unrelated
345510,unrelated
345511,unrelated
345513,unrelated
345512,unrelated
345516,unrelated
345514,unrelated
345515,unrelated
345518,unrelated
345520,agreed
345517,unrelated
345521,unrelated
345523,unrelated
345519,unrelated
345522,unrelated
345526,unrelated
345525,unrelated
345527,unrelated
345524,unrelated
345530,unrelated
345532,unrelated
345528,unrelated
345531,unrelated
345533,disagreed
345535,unrelated
345536,unrelated
345529,unrelated
345534,disagreed
345537,unrelated
345538,unrelated
345539,unrelated
345541,unrelated
345540,unrelated
345545,unrelated
345542,unrelated
345546,disagreed
345544,unrelated
345548,unrelated
345549,unrelated
345543,unrelated
345547,unrelated
345550,unrelated
345552,unrelated
345551,unrelated
345553,unrelated
345556,unrelated
345555,unrelated
345557,unrelated
345558,unrelated
345559,unrelated
345560,unrelated
345562,unrelated
345563,unrelated
345565,unrelated
345564,disagreed
345561,unrelated
345566,unrelated
345567,unrelated
345569,unrelated
345568,unrelated
345571,unrelated
345574,unrelated
345572,disagreed
345570,unrelated
345576,unrelated
345577,unrelated
345573,unrelated
345575,unrelated
345579,disagreed
345578,disagreed
345580,disagreed
345582,unrelated
345583,unrelated
345581,disagreed
345585,unrelated
345584,disagreed
345588,disagreed
345589,unrelated
345586,unrelated
345587,unrelated
345590,disagreed
345591,unrelated
345592,unrelated
345593,unrelated
345595,unrelated
345594,unrelated
345598,unrelated
345599,unrelated
345596,unrelated
345597,disagreed
345600,unrelated
345601,unrelated
345602,unrelated
345605,unrelated
345603,unrelated
345606,unrelated
345609,unrelated
345607,unrelated
345610,unrelated
345608,unrelated
345604,unrelated
345611,agreed
345612,unrelated
345613,unrelated
345614,unrelated
345615,disagreed
345616,unrelated
345617,unrelated
345620,unrelated
345619,unrelated
345618,unrelated
345622,unrelated
345621,disagreed
345623,unrelated
345624,unrelated
345625,unrelated
345626,unrelated
345627,unrelated
345629,unrelated
345632,unrelated
345633,unrelated
345628,unrelated
345634,unrelated
345630,unrelated
345631,unrelated
345635,unrelated
345636,agreed
345637,disagreed
345639,disagreed
345638,unrelated
345642,unrelated
345641,unrelated
345643,disagreed
345640,unrelated
345644,agreed
345647,unrelated
345645,unrelated
345649,unrelated
345646,unrelated
345648,unrelated
345650,disagreed
345651,unrelated
345652,unrelated
345657,unrelated
345656,unrelated
345654,unrelated
345653,unrelated
345660,unrelated
345655,unrelated
345658,unrelated
345659,unrelated
345661,unrelated
345663,unrelated
345664,unrelated
345662,disagreed
345666,unrelated
345667,unrelated
345665,unrelated
345668,disagreed
345669,unrelated
345670,unrelated
345671,unrelated
345673,unrelated
345676,unrelated
345672,unrelated
345674,unrelated
345675,unrelated
345677,unrelated
345678,agreed
345681,unrelated
345680,agreed
345679,unrelated
345682,unrelated
345683,unrelated
345685,unrelated
345687,unrelated
345686,unrelated
345684,disagreed
345688,agreed
345690,unrelated
345689,unrelated
345691,disagreed
345692,agreed
345694,unrelated
345693,unrelated
345697,agreed
345695,unrelated
345696,disagreed
345700,disagreed
345698,unrelated
345699,unrelated
345701,unrelated
345702,disagreed
345706,disagreed
345703,disagreed
345704,unrelated
345705,disagreed
345707,unrelated
345708,unrelated
345710,unrelated
345709,disagreed
345711,agreed
345712,unrelated
345717,unrelated
345715,unrelated
345718,unrelated
345713,unrelated
345714,unrelated
345716,unrelated
345720,unrelated
345719,unrelated
345721,unrelated
345722,unrelated
345723,unrelated
345724,unrelated
345726,unrelated
345728,unrelated
345727,unrelated
345730,unrelated
345729,unrelated
345725,unrelated
345731,unrelated
345733,unrelated
345735,unrelated
345734,unrelated
345732,unrelated
345736,unrelated
345738,disagreed
345737,unrelated
345739,unrelated
345741,unrelated
345742,unrelated
345743,disagreed
345740,unrelated
345746,disagreed
345744,unrelated
345747,unrelated
345745,disagreed
345750,unrelated
345749,unrelated
345748,unrelated
345751,unrelated
345754,unrelated
345752,disagreed
345757,disagreed
345753,unrelated
345756,unrelated
345758,unrelated
345755,agreed
345761,unrelated
345760,unrelated
345759,unrelated
345764,unrelated
345765,unrelated
345763,unrelated
345767,unrelated
345766,unrelated
345762,unrelated
345768,disagreed
345771,unrelated
345770,disagreed
345772,unrelated
345769,agreed
345773,unrelated
345774,unrelated
345775,unrelated
345776,unrelated
345777,unrelated
345778,unrelated
345781,unrelated
345779,unrelated
345782,unrelated
345780,unrelated
345784,unrelated
345783,unrelated
345786,unrelated
345785,unrelated
345789,unrelated
345787,unrelated
345788,unrelated
345791,unrelated
345790,unrelated
345793,unrelated
345795,unrelated
345792,unrelated
345796,unrelated
345794,unrelated
345798,unrelated
345801,unrelated
345797,unrelated
345799,unrelated
345800,unrelated
345803,unrelated
345802,unrelated
345805,unrelated
345804,unrelated
345808,unrelated
345807,unrelated
345806,unrelated
345809,unrelated
345810,unrelated
345812,unrelated
345811,unrelated
345816,unrelated
345815,unrelated
345814,unrelated
345813,disagreed
345817,unrelated
345818,unrelated
345820,unrelated
345819,unrelated
345825,unrelated
345822,unrelated
345821,unrelated
345826,agreed
345827,unrelated
345823,unrelated
345828,unrelated
345824,unrelated
345830,unrelated
345829,unrelated
345833,unrelated
345832,unrelated
345835,unrelated
345831,unrelated
345837,unrelated
345834,unrelated
345838,unrelated
345839,unrelated
345836,unrelated
345840,unrelated
345841,unrelated
345844,unrelated
345843,unrelated
345842,unrelated
345845,disagreed
345846,unrelated
345848,unrelated
345849,disagreed
345847,unrelated
345850,unrelated
345851,unrelated
345853,agreed
345852,unrelated
345855,unrelated
345858,unrelated
345854,unrelated
345856,unrelated
345860,unrelated
345857,unrelated
345861,unrelated
345859,unrelated
345863,unrelated
345862,unrelated
345864,unrelated
345865,unrelated
345866,unrelated
345867,unrelated
345868,unrelated
345869,disagreed
345872,unrelated
345873,unrelated
345871,unrelated
345875,unrelated
345870,unrelated
345874,disagreed
345876,unrelated
345877,unrelated
345878,unrelated
345880,unrelated
345882,unrelated
345879,disagreed
345883,unrelated
345881,agreed
345884,unrelated
345886,unrelated
345887,disagreed
345885,unrelated
345888,unrelated
345891,unrelated
345892,unrelated
345890,unrelated
345889,disagreed
345893,disagreed
345894,unrelated
345895,unrelated
345898,unrelated
345900,unrelated
345899,unrelated
345896,unrelated
345897,unrelated
345901,unrelated
345903,unrelated
345902,disagreed
345904,unrelated
345907,unrelated
345910,unrelated
345905,agreed
345906,unrelated
345912,unrelated
345908,unrelated
345911,unrelated
345909,unrelated
345913,unrelated
345914,unrelated
345915,unrelated
345916,unrelated
345917,agreed
345918,unrelated
345920,unrelated
345923,unrelated
345919,unrelated
345921,unrelated
345922,disagreed
345924,unrelated
345926,unrelated
345927,unrelated
345925,unrelated
345928,agreed
345930,agreed
345929,unrelated
345931,unrelated
345933,unrelated
345934,unrelated
345935,unrelated
345932,agreed
345936,unrelated
345937,unrelated
345939,disagreed
345938,unrelated
345940,unrelated
345943,unrelated
345945,disagreed
345941,unrelated
345942,unrelated
345944,agreed
345946,disagreed
345949,unrelated
345951,unrelated
345948,unrelated
345947,unrelated
345953,unrelated
345950,unrelated
345954,unrelated
345952,unrelated
345955,unrelated
345958,unrelated
345956,unrelated
345959,unrelated
345961,unrelated
345957,unrelated
345960,unrelated
345962,unrelated
345967,unrelated
345963,unrelated
345965,unrelated
345964,unrelated
345968,unrelated
345969,unrelated
345966,unrelated
345972,unrelated
345970,unrelated
345971,unrelated
345973,unrelated
345974,disagreed
345977,unrelated
345978,unrelated
345979,unrelated
345975,unrelated
345976,unrelated
345980,unrelated
345981,agreed
345982,unrelated
345984,unrelated
345983,unrelated
345989,unrelated
345987,unrelated
345985,unrelated
345988,unrelated
345990,unrelated
345986,unrelated
345993,unrelated
345991,unrelated
345992,unrelated
345995,unrelated
345994,unrelated
345997,disagreed
345996,unrelated
345999,disagreed
345998,unrelated
346000,unrelated
346002,unrelated
346001,unrelated
346006,unrelated
346003,unrelated
346005,agreed
346008,unrelated
346007,disagreed
346004,unrelated
346010,unrelated
346009,unrelated
346011,disagreed
346012,unrelated
346013,unrelated
346014,unrelated
346015,unrelated
346016,disagreed
346017,unrelated
346020,unrelated
346018,disagreed
346022,unrelated
346023,disagreed
346019,unrelated
346021,unrelated
346026,disagreed
346025,unrelated
346024,unrelated
346027,unrelated
346028,unrelated
346029,unrelated
346030,unrelated
346033,unrelated
346032,unrelated
346037,unrelated
346031,unrelated
346035,unrelated
346036,unrelated
346034,unrelated
346038,unrelated
346040,disagreed
346039,disagreed
346041,unrelated
346043,unrelated
346042,unrelated
346044,unrelated
346046,unrelated
346047,unrelated
346045,disagreed
346048,unrelated
346050,disagreed
346049,unrelated
346052,unrelated
346054,unrelated
346051,unrelated
346053,disagreed
346055,unrelated
346057,agreed
346056,unrelated
346059,unrelated
346061,agreed
346058,unrelated
346062,disagreed
346063,unrelated
346064,disagreed
346067,agreed
346066,unrelated
346060,disagreed
